Nome Jogador,Valor Mercado,ID_Jogador,País de Origem,Posição,Numero_da_Camisa,Data_de_Nascimento,Altura,Pe,No_time_desde,Identifier,Camp,Ano,Time
William Klaus,500 mil €,484599,Brasil,            Zagueiro,44,11/01/1994 (26),"1,87m",direito,06/01/2022,BRA1_2022,BRA1,2022,Botafogo FR
Ewerton,-,876675,Brasil,            Zagueiro,-,07/03/2001 (19),"1,91m",direito,,BRA1_2022,BRA1,2022,Botafogo FR
Reydson,-,990532,Brasil,            Zagueiro,33,08/02/2002 (18),"1,79m",esquerdo,,BRA1_2022,BRA1,2022,Botafogo FR
Kawan,-,996691,Brasil,            Zagueiro,38,10/04/2003 (17),"1,88m",direito,,BRA1_2022,BRA1,2022,Botafogo FR
Lucas Mezenga,-,868357,Brasil,            Zagueiro,40,20/10/2001 (19),"1,88m",direito,19/01/2022,BRA1_2022,BRA1,2022,Botafogo FR
Marçal,"2,40 mi. €",137745,Brasil,            Lateral Esq.,-,19/02/1989 (31),"1,78m",esquerdo,18/07/2022,BRA1_2022,BRA1,2022,Botafogo FR
Jonathan Vieira,700 mil €,579346,Brasil,            Lateral Esq.,-,03/03/1998 (22),"1,72m",esquerdo,31/07/2021,BRA1_2022,BRA1,2022,Botafogo FR
Carlinhos,500 mil €,55243,Brasil,            Lateral Esq.,30,29/11/1986 (34),"1,67m",esquerdo,19/01/2022,BRA1_2022,BRA1,2022,Botafogo FR
Niko Hämäläinen,300 mil €,351546,Finlândia,            Lateral Esq.,19,05/03/1997 (23),"1,85m",esquerdo,12/04/2022,BRA1_2022,BRA1,2022,Botafogo FR
Douglas Teixeira,-,973499,Brasil,            Lateral Esq.,-,29/03/2001 (19),"1,81m",esquerdo,,BRA1_2022,BRA1,2022,Botafogo FR
Jefinho,-,992533,Brasil,            Lateral Esq.,-,14/01/2002 (18),"1,81m",esquerdo,,BRA1_2022,BRA1,2022,Botafogo FR
Hugo,-,740157,Brasil,            Lateral Esq.,16,20/09/2001 (19),"1,75m",esquerdo,01/01/2022,BRA1_2022,BRA1,2022,Botafogo FR
Rafael,"4,40 mi. €",61892,Brasil,            Lateral Dir.,7,09/07/1990 (30),"1,72m",direito,01/09/2021,BRA1_2022,BRA1,2022,Botafogo FR
Renzo Saravia,"3,20 mi. €",268642,Argentina,            Lateral Dir.,2,16/06/1993 (27),"1,78m",direito,08/04/2022,BRA1_2022,BRA1,2022,Botafogo FR
Daniel Borges,475 mil €,276877,Brasil,            Lateral Dir.,20,23/03/1993 (27),"1,74m",direito,01/01/2022,BRA1_2022,BRA1,2022,Botafogo FR
Vitor Marinho,-,815670,Brasil,            Lateral Dir.,48,12/07/2001 (19),"1,81m",ambidestro,,BRA1_2022,BRA1,2022,Botafogo FR
Gabriel Pires,"12,00 mi. €",167291,Brasil,            Volante,-,18/09/1993 (27),"1,87m",esquerdo,12/08/2022,BRA1_2022,BRA1,2022,Botafogo FR
Patrick de Paula,"9,00 mi. €",737821,Brasil,            Volante,8,08/09/1999 (21),"1,80m",esquerdo,25/03/2022,BRA1_2022,BRA1,2022,Botafogo FR
Danilo Barbosa,"6,50 mi. €",273438,Brasil,            Volante,-,28/02/1996 (24),"1,83m",direito,12/08/2022,BRA1_2022,BRA1,2022,Botafogo FR
Barreto,700 mil €,348262,Brasil,            Volante,5,10/12/1995 (25),"1,81m",direito,28/01/2022,BRA1_2022,BRA1,2022,Botafogo FR
Breno,650 mil €,697400,Brasil,            Volante,35,01/09/2000 (20),"1,77m",direito,19/01/2022,BRA1_2022,BRA1,2022,Botafogo FR
Fabinho,550 mil €,210548,Brasil,            Volante,-,19/11/1986 (34),"1,80m",direito,07/01/2022,BRA1_2022,BRA1,2022,Botafogo FR
Luís Oyama,-,555277,Brasil,            Volante,55,30/01/1997 (23),"1,71m",direito,07/04/2022,BRA1_2022,BRA1,2022,Botafogo FR
Kayque,-,813037,Brasil,            Volante,62,12/07/2000 (20),"1,76m",direito,08/08/2022,BRA1_2022,BRA1,2022,Botafogo FR
Tchê Tchê,"4,50 mi. €",364261,Brasil,            Meia Central,6,30/08/1992 (28),"1,75m",ambidestro,11/04/2022,BRA1_2022,BRA1,2022,Botafogo FR
Romildo Del Piage,25 mil €,742023,Brasil,            Meia Central,23,12/04/2000 (20),"1,83m",direito,25/03/2021,BRA1_2022,BRA1,2022,Botafogo FR
Eduardo,"3,00 mi. €",110078,Brasil,            Meia Ofensivo,-,17/10/1989 (31),"1,84m",direito,18/07/2022,BRA1_2022,BRA1,2022,Botafogo FR
Lucas Fernandes,"2,00 mi. €",430761,Brasil,            Meia Ofensivo,18,20/09/1997 (23),"1,75m",direito,15/04/2022,BRA1_2022,BRA1,2022,Botafogo FR
Lucas Piazón,900 mil €,176485,Brasil,            Meia Ofensivo,43,20/01/1994 (26),"1,82m",direito,08/04/2022,BRA1_2022,BRA1,2022,Botafogo FR
Jacob Montes,75 mil €,497494,Nicarágua,            Meia Ofensivo,-,20/10/1998 (22),"1,80m",direito,12/08/2022,BRA1_2022,BRA1,2022,Botafogo FR
Chay,-,766381,Brasil,            Meia Ofensivo,14,29/09/1990 (30),"1,77m",direito,01/09/2021,BRA1_2022,BRA1,2022,Botafogo FR
Raí,-,978146,Brasil,            Meia Ofensivo,75,21/04/2002 (18),"1,75m",esquerdo,01/01/2023,BRA1_2022,BRA1,2022,Botafogo FR
Juninho,-,878742,Brasil,            Meia Ofensivo,80,14/08/2001 (19),"1,81m",direito,,BRA1_2022,BRA1,2022,Botafogo FR
Luis Henrique,"8,00 mi. €",691316,Brasil,            Ponta Esquerda,-,14/12/2001 (19),"1,81m",direito,22/07/2022,BRA1_2022,BRA1,2022,Botafogo FR
Victor Sá,"3,50 mi. €",381724,Brasil,            Ponta Esquerda,29,27/03/1994 (26),"1,78m",ambidestro,25/03/2022,BRA1_2022,BRA1,2022,Botafogo FR
Luiz Fernando,800 mil €,372013,Brasil,            Ponta Esquerda,-,16/10/1996 (24),"1,78m",direito,03/01/2018,BRA1_2022,BRA1,2022,Botafogo FR
Diego Gonçalves,250 mil €,405720,Brasil,            Ponta Esquerda,11,22/09/1994 (26),"1,82m",direito,11/06/2021,BRA1_2022,BRA1,2022,Botafogo FR
Jeffinho,-,884072,Brasil,            Ponta Esquerda,-,30/12/1999 (21),"1,76m",direito,03/01/2025,BRA1_2022,BRA1,2022,Botafogo FR
Gustavo Sauer,600 mil €,336158,Brasil,            Ponta Direita,10,30/04/1993 (27),"1,81m",esquerdo,11/04/2022,BRA1_2022,BRA1,2022,Botafogo FR
Júnior Santos,550 mil €,592347,Brasil,            Ponta Direita,-,11/10/1994 (26),"1,88m",direito,31/03/2023,BRA1_2022,BRA1,2022,Botafogo FR
Felipe Ferreira,250 mil €,420159,Brasil,            Ponta Direita,17,25/04/1994 (26),"1,82m",esquerdo,16/03/2021,BRA1_2022,BRA1,2022,Botafogo FR
Ronald,50 mil €,612706,Brasil,            Ponta Direita,31,05/02/1997 (23),"1,60m",ambidestro,26/02/2021,BRA1_2022,BRA1,2022,Botafogo FR
Jhonnata,-,842369,Brasil,            Ponta Direita,-,20/04/2004 (16),"1,76m",esquerdo,,BRA1_2022,BRA1,2022,Botafogo FR
Vitinho,-,928096,Brasil,            Ponta Direita,-,14/02/2001 (19),"1,82m",direito,,BRA1_2022,BRA1,2022,Botafogo FR
Rikelmi,-,977484,Brasil,            Ponta Direita,27,14/08/2001 (19),"1,60m",direito,03/01/2022,BRA1_2022,BRA1,2022,Botafogo FR
Tiquinho Soares,"6,50 mi. €",103381,Brasil,            Centroavante,-,17/01/1991 (29),"1,87m",direito,12/08/2022,BRA1_2022,BRA1,2022,Botafogo FR
Vinícius Lopes,900 mil €,688881,Brasil,            Centroavante,70,07/05/1999 (21),"1,80m",direito,19/01/2022,BRA1_2022,BRA1,2022,Botafogo FR
Matheus Nascimento,750 mil €,743594,Brasil,            Centroavante,90,03/03/2004 (16),"1,82m",direito,01/07/2020,BRA1_2022,BRA1,2022,Botafogo FR
Daniel Cruz,-,880349,Brasil,            Centroavante,-,01/03/2001 (19),"1,83m",direito,,BRA1_2022,BRA1,2022,Botafogo FR
João Maranhão,-,939252,Brasil,            Centroavante,-,28/04/2002 (18),-,direito,,BRA1_2022,BRA1,2022,Botafogo FR
Gabriel Conceição,-,931302,Brasil,            Centroavante,32,01/07/2001 (19),"1,83m",direito,,BRA1_2022,BRA1,2022,Botafogo FR
Erison,-,787238,Brasil,            Centroavante,89,13/04/1999 (21),"1,80m",esquerdo,28/01/2022,BRA1_2022,BRA1,2022,Botafogo FR
Lucas Perri,"1,20 mi. €",352041,Brasil,            Goleiro,12,10/12/1997 (24),"1,97m",direito,17/08/2022,BRA1_2023,BRA1,2023,Botafogo FR
Gatito Fernández,800 mil €,107318,Paraguai,            Goleiro,1,29/03/1988 (33),"1,91m",direito,01/01/2017,BRA1_2023,BRA1,2023,Botafogo FR
Douglas Borges,150 mil €,101667,Brasil,            Goleiro,22,30/03/1990 (31),"1,88m",direito,05/03/2021,BRA1_2023,BRA1,2023,Botafogo FR
Leandro Matheus,50 mil €,837529,Brasil,            Goleiro,-,28/01/2001 (20),"1,91m",esquerdo,,BRA1_2023,BRA1,2023,Botafogo FR
Igo Gabriel,50 mil €,698750,Brasil,            Goleiro,52,13/10/2001 (20),"1,90m",direito,01/01/2023,BRA1_2023,BRA1,2023,Botafogo FR
João Fernando,-,432146,Brasil,            Goleiro,31,01/03/2001 (20),"1,88m",direito,,BRA1_2023,BRA1,2023,Botafogo FR
Victor Cuesta,"3,00 mi. €",104326,Argentina,            Zagueiro,15,19/11/1988 (33),"1,87m",esquerdo,10/05/2023,BRA1_2023,BRA1,2023,Botafogo FR
Adryelson,"2,50 mi. €",373433,Brasil,            Zagueiro,34,23/03/1998 (23),"1,82m",direito,02/09/2024,BRA1_2023,BRA1,2023,Botafogo FR
Bastos,"2,00 mi. €",195810,Angola,            Zagueiro,23,27/03/1991 (30),"1,84m",direito,29/08/2023,BRA1_2023,BRA1,2023,Botafogo FR
Luis Segovia,"1,50 mi. €",385639,Equador,            Zagueiro,4,26/10/1997 (24),"1,82m",esquerdo,11/01/2023,BRA1_2023,BRA1,2023,Botafogo FR
Philipe Sampaio,600 mil €,336697,Brasil,            Zagueiro,94,11/11/1994 (27),"1,91m",direito,18/03/2022,BRA1_2023,BRA1,2023,Botafogo FR
Joel Carli,300 mil €,87323,Argentina,            Zagueiro,3,19/10/1986 (35),"1,93m",direito,24/03/2021,BRA1_2023,BRA1,2023,Botafogo FR
David Sousa,250 mil €,740159,Brasil,            Zagueiro,-,04/07/2001 (20),"1,90m",esquerdo,,BRA1_2023,BRA1,2023,Botafogo FR
Henrique Vermudt,100 mil €,653608,Brasil,            Zagueiro,56,25/02/1999 (22),"1,85m",direito,,BRA1_2023,BRA1,2023,Botafogo FR
Matheus Cabral,-,688873,Brasil,            Zagueiro,-,23/04/1999 (22),"1,89m",direito,,BRA1_2023,BRA1,2023,Botafogo FR
Lucas Mezenga,-,868357,Brasil,            Zagueiro,40,20/10/2001 (20),"1,88m",direito,19/01/2022,BRA1_2023,BRA1,2023,Botafogo FR
Marçal,"1,50 mi. €",137745,Brasil,            Lateral Esq.,21,19/02/1989 (32),"1,78m",esquerdo,18/07/2022,BRA1_2023,BRA1,2023,Botafogo FR
Hugo,200 mil €,740157,Brasil,            Lateral Esq.,16,20/09/2001 (20),"1,75m",esquerdo,01/01/2022,BRA1_2023,BRA1,2023,Botafogo FR
Douglas Teixeira,-,973499,Brasil,            Lateral Esq.,-,29/03/2001 (20),"1,81m",esquerdo,,BRA1_2023,BRA1,2023,Botafogo FR
Rafael,"1,50 mi. €",61892,Brasil,            Lateral Dir.,2,09/07/1990 (31),"1,72m",direito,01/09/2021,BRA1_2023,BRA1,2023,Botafogo FR
Leonel Di Plácido,"1,00 mi. €",322843,Argentina,            Lateral Dir.,24,28/01/1994 (27),"1,76m",direito,02/03/2023,BRA1_2023,BRA1,2023,Botafogo FR
Daniel Borges,475 mil €,276877,Brasil,            Lateral Dir.,20,23/03/1993 (28),"1,74m",direito,01/01/2022,BRA1_2023,BRA1,2023,Botafogo FR
Wallison,300 mil €,682134,Brasil,            Lateral Dir.,-,24/07/2001 (20),"1,77m",direito,,BRA1_2023,BRA1,2023,Botafogo FR
Mateo Ponte,150 mil €,856047,Uruguai,            Lateral Dir.,-,24/05/2003 (18),"1,83m",direito,02/08/2023,BRA1_2023,BRA1,2023,Botafogo FR
Vitor Marinho,-,815670,Brasil,            Lateral Dir.,-,12/07/2001 (20),"1,81m",ambidestro,,BRA1_2023,BRA1,2023,Botafogo FR
Ryan,-,964596,Brasil,            Lateral Dir.,-,29/04/2003 (18),"1,88m",direito,,BRA1_2023,BRA1,2023,Botafogo FR
JP Galvão,-,982164,Brasil,            Lateral Dir.,57,07/05/2001 (20),"1,84m",direito,01/02/2023,BRA1_2023,BRA1,2023,Botafogo FR
Allan,"18,00 mi. €",126422,Brasil,            Volante,-,08/01/1991 (30),"1,75m",direito,10/07/2024,BRA1_2023,BRA1,2023,Botafogo FR
Patrick de Paula,"16,00 mi. €",737821,Brasil,            Volante,8,08/09/1999 (22),"1,80m",esquerdo,25/03/2022,BRA1_2023,BRA1,2023,Botafogo FR
Danilo Barbosa,"6,00 mi. €",273438,Brasil,            Volante,5,28/02/1996 (25),"1,83m",direito,12/08/2022,BRA1_2023,BRA1,2023,Botafogo FR
Gabriel Pires,"6,00 mi. €",167291,Brasil,            Volante,14,18/09/1993 (28),"1,87m",esquerdo,12/08/2022,BRA1_2023,BRA1,2023,Botafogo FR
Marlon Freitas,"1,70 mi. €",364972,Brasil,            Volante,17,27/03/1995 (26),"1,85m",direito,01/01/2023,BRA1_2023,BRA1,2023,Botafogo FR
Breno,"1,00 mi. €",697400,Brasil,            Volante,35,01/09/2000 (21),"1,77m",direito,19/01/2022,BRA1_2023,BRA1,2023,Botafogo FR
Kayque,300 mil €,813037,Brasil,            Volante,62,12/07/2000 (21),"1,76m",direito,08/08/2022,BRA1_2023,BRA1,2023,Botafogo FR
Wendel Lessa,-,740050,Brasil,            Volante,-,06/02/2002 (19),"1,76m",direito,,BRA1_2023,BRA1,2023,Botafogo FR
Kauê,-,834467,Brasil,            Volante,-,22/10/2004 (17),"1,74m",direito,01/01/2024,BRA1_2023,BRA1,2023,Botafogo FR
Newton,-,811219,Brasil,            Volante,28,12/03/2000 (21),"1,88m",direito,01/01/2024,BRA1_2023,BRA1,2023,Botafogo FR
Tchê Tchê,"3,50 mi. €",364261,Brasil,            Meia Central,6,30/08/1992 (29),"1,75m",ambidestro,11/04/2022,BRA1_2023,BRA1,2023,Botafogo FR
Romildo Del Piage,350 mil €,742023,Brasil,            Meia Central,-,12/04/2000 (21),"1,83m",direito,25/03/2021,BRA1_2023,BRA1,2023,Botafogo FR
Thiago Almada,"20,00 mi. €",576028,Argentina,            Meia Ofensivo,-,26/04/2001 (20),"1,71m",direito,10/07/2024,BRA1_2023,BRA1,2023,Botafogo FR
Lucas Piazón,"3,50 mi. €",176485,Brasil,            Meia Ofensivo,43,20/01/1994 (27),"1,82m",direito,08/04/2022,BRA1_2023,BRA1,2023,Botafogo FR
Eduardo,"2,30 mi. €",110078,Brasil,            Meia Ofensivo,33,17/10/1989 (32),"1,84m",direito,18/07/2022,BRA1_2023,BRA1,2023,Botafogo FR
Lucas Fernandes,"2,00 mi. €",430761,Brasil,            Meia Ofensivo,18,20/09/1997 (24),"1,75m",direito,15/04/2022,BRA1_2023,BRA1,2023,Botafogo FR
Jacob Montes,150 mil €,497494,Nicarágua,            Meia Ofensivo,32,20/10/1998 (23),"1,80m",direito,12/08/2022,BRA1_2023,BRA1,2023,Botafogo FR
Caio Vitor,-,860325,Brasil,            Meia Ofensivo,-,18/08/2000 (21),"1,80m",direito,,BRA1_2023,BRA1,2023,Botafogo FR
Bernardo Valim,-,1004724,Brasil,            Meia Ofensivo,-,30/01/2006 (15),"1,86m",direito,,BRA1_2023,BRA1,2023,Botafogo FR
Raí,-,978146,Brasil,            Meia Ofensivo,75,21/04/2002 (19),"1,75m",esquerdo,01/01/2023,BRA1_2023,BRA1,2023,Botafogo FR
Luis Henrique,"6,00 mi. €",691316,Brasil,            Ponta Esquerda,11,14/12/2001 (20),"1,81m",direito,22/07/2022,BRA1_2023,BRA1,2023,Botafogo FR
Victor Sá,"2,50 mi. €",381724,Brasil,            Ponta Esquerda,7,27/03/1994 (27),"1,78m",ambidestro,25/03/2022,BRA1_2023,BRA1,2023,Botafogo FR
Luis Phelipe,500 mil €,673830,Brasil,            Ponta Esquerda,-,12/02/2001 (20),"1,78m",direito,12/01/2023,BRA1_2023,BRA1,2023,Botafogo FR
Diego Hernández,300 mil €,800732,Uruguai,            Ponta Esquerda,77,22/06/2000 (21),"1,75m",esquerdo,03/07/2023,BRA1_2023,BRA1,2023,Botafogo FR
Gustavo Sauer,"1,50 mi. €",336158,Brasil,            Ponta Direita,10,30/04/1993 (28),"1,81m",esquerdo,11/04/2022,BRA1_2023,BRA1,2023,Botafogo FR
Júnior Santos,800 mil €,592347,Brasil,            Ponta Direita,37,11/10/1994 (27),"1,88m",direito,31/03/2023,BRA1_2023,BRA1,2023,Botafogo FR
Carlos Alberto,250 mil €,727747,Brasil,            Ponta Direita,27,14/04/2002 (19),"1,81m",direito,01/01/2024,BRA1_2023,BRA1,2023,Botafogo FR
Matías Segovia,150 mil €,718307,Paraguai,            Ponta Direita,-,04/01/2003 (18),"1,65m",esquerdo,04/04/2023,BRA1_2023,BRA1,2023,Botafogo FR
Darius Lewis,-,644884,Trinidad e Tobago,            Ponta Direita,-,10/11/1999 (22),"1,70m",direito,,BRA1_2023,BRA1,2023,Botafogo FR
Iago André,-,627234,Brasil,            Ponta Direita,-,28/01/2002 (19),"1,76m",direito,,BRA1_2023,BRA1,2023,Botafogo FR
Dudu,-,1083607,Brasil,            Ponta Direita,-,17/07/2002 (19),"1,74m",esquerdo,,BRA1_2023,BRA1,2023,Botafogo FR
Tiquinho Soares,"6,00 mi. €",103381,Brasil,            Centroavante,9,17/01/1991 (30),"1,87m",direito,12/08/2022,BRA1_2023,BRA1,2023,Botafogo FR
Diego Costa,"5,00 mi. €",44779,Espanha,            Centroavante,19,07/10/1988 (33),"1,86m",direito,12/08/2023,BRA1_2023,BRA1,2023,Botafogo FR
Matheus Nascimento,"5,00 mi. €",743594,Brasil,            Centroavante,90,03/03/2004 (17),"1,82m",direito,01/07/2020,BRA1_2023,BRA1,2023,Botafogo FR
Sebastian Joffre,-,663315,Bolívia,            Centroavante,-,21/08/1999 (22),"1,75m", ,12/04/2022,BRA1_2023,BRA1,2023,Botafogo FR
João Pedro,-,992531,Brasil,            Centroavante,-,02/08/1999 (22),"1,88m",direito,,BRA1_2023,BRA1,2023,Botafogo FR
Janderson,-,976561,Brasil,            Centroavante,39,06/05/1999 (22),"1,89m",ambidestro,01/01/2023,BRA1_2023,BRA1,2023,Botafogo FR
Santos,"3,00 mi. €",140811,Brasil,            Goleiro,20,17/03/1990 (30),"1,88m",direito,01/04/2022,BRA1_2022,BRA1,2022,CR Flamengo
Diego Alves,"2,00 mi. €",42373,Brasil,            Goleiro,1,24/06/1985 (35),"1,87m",esquerdo,16/07/2017,BRA1_2022,BRA1,2022,CR Flamengo
Hugo Souza,500 mil €,574901,Brasil,            Goleiro,45,31/01/1999 (21),"1,99m",direito,01/09/2019,BRA1_2022,BRA1,2022,CR Flamengo
Kauã Santos,-,997861,Brasil,            Goleiro,-,11/04/2003 (17),"1,98m",direito,,BRA1_2022,BRA1,2022,CR Flamengo
Bruno Guimarães,-,876750,Brasil,            Goleiro,12,08/06/2002 (18),"1,92m",direito,,BRA1_2022,BRA1,2022,CR Flamengo
Matheus Cunha,-,876739,Brasil,            Goleiro,25,24/05/2001 (19),"1,93m",direito,01/01/2023,BRA1_2022,BRA1,2022,CR Flamengo
João Fernando,-,432146,Brasil,            Goleiro,50,01/03/2001 (19),"1,88m",direito,,BRA1_2022,BRA1,2022,CR Flamengo
Pablo,"8,00 mi. €",149577,Brasil,            Zagueiro,30,21/06/1991 (29),"1,88m",direito,14/03/2022,BRA1_2022,BRA1,2022,CR Flamengo
David Luiz,"6,00 mi. €",46741,Brasil,            Zagueiro,23,22/04/1987 (33),"1,89m",direito,01/09/2021,BRA1_2022,BRA1,2022,CR Flamengo
Rodrigo Caio,"5,50 mi. €",172054,Brasil,            Zagueiro,3,17/08/1993 (27),"1,82m",direito,01/01/2019,BRA1_2022,BRA1,2022,CR Flamengo
Léo Pereira,"5,00 mi. €",288431,Brasil,            Zagueiro,4,31/01/1996 (24),"1,89m",esquerdo,31/01/2020,BRA1_2022,BRA1,2022,CR Flamengo
Gustavo Henrique,"2,40 mi. €",208681,Brasil,            Zagueiro,2,24/03/1993 (27),"1,94m",direito,13/01/2020,BRA1_2022,BRA1,2022,CR Flamengo
Fabrício Bruno,"1,00 mi. €",432773,Brasil,            Zagueiro,15,12/02/1996 (24),"1,92m",direito,09/02/2022,BRA1_2022,BRA1,2022,CR Flamengo
Patrick,100 mil €,371990,Brasil,            Zagueiro,49,28/02/2000 (20),"1,85m",esquerdo,,BRA1_2022,BRA1,2022,CR Flamengo
Kayque Campos,-,978053,Brasil,            Zagueiro,-,20/02/2003 (17),"1,86m",direito,,BRA1_2022,BRA1,2022,CR Flamengo
Iago Teodoro,-,1012174,Brasil,            Zagueiro,-,18/04/2005 (15),"1,88m",direito,,BRA1_2022,BRA1,2022,CR Flamengo
Cleiton,-,943237,Brasil,            Zagueiro,33,25/04/2003 (17),"1,94m",esquerdo,01/01/2022,BRA1_2022,BRA1,2022,CR Flamengo
Gabriel Noga,-,627215,Brasil,            Zagueiro,41,25/01/2002 (18),"1,83m",direito,01/01/2022,BRA1_2022,BRA1,2022,CR Flamengo
Diegão,-,886563,Brasil,            Zagueiro,51,29/07/2003 (17),"1,88m",direito,,BRA1_2022,BRA1,2022,CR Flamengo
Ayrton Lucas,"6,00 mi. €",349585,Brasil,            Lateral Esq.,-,19/06/1997 (23),"1,80m",esquerdo,01/01/2023,BRA1_2022,BRA1,2022,CR Flamengo
Filipe Luís,"2,00 mi. €",21725,Brasil,            Lateral Esq.,16,09/08/1985 (35),"1,82m",esquerdo,22/07/2019,BRA1_2022,BRA1,2022,CR Flamengo
Renê,"1,60 mi. €",212209,Brasil,            Lateral Esq.,6,14/09/1992 (28),"1,74m",esquerdo,01/02/2017,BRA1_2022,BRA1,2022,CR Flamengo
Ramon,100 mil €,663578,Brasil,            Lateral Esq.,36,13/03/2001 (19),"1,79m",esquerdo,01/01/2020,BRA1_2022,BRA1,2022,CR Flamengo
Richard,-,978051,Brasil,            Lateral Esq.,-,28/03/2003 (17),"1,71m",esquerdo,,BRA1_2022,BRA1,2022,CR Flamengo
Zé Welinton,-,1069871,Brasil,            Lateral Esq.,-,08/01/2004 (16),"1,69m",esquerdo,,BRA1_2022,BRA1,2022,CR Flamengo
Marcos Paulo,-,978039,Brasil,            Lateral Esq.,47,18/01/2003 (17),"1,83m",esquerdo,,BRA1_2022,BRA1,2022,CR Flamengo
Guillermo Varela,"1,50 mi. €",188862,Uruguai,            Lateral Dir.,-,24/03/1993 (27),"1,73m",direito,12/01/2023,BRA1_2022,BRA1,2022,CR Flamengo
Rodinei,"1,30 mi. €",185966,Brasil,            Lateral Dir.,22,29/01/1992 (28),"1,77m",direito,02/01/2016,BRA1_2022,BRA1,2022,CR Flamengo
Mauricio Isla,950 mil €,43722,Chile,            Lateral Dir.,44,12/06/1988 (32),"1,76m",direito,19/08/2020,BRA1_2022,BRA1,2022,CR Flamengo
Matheuzinho,900 mil €,594226,Brasil,            Lateral Dir.,34,08/09/2000 (20),"1,71m",direito,01/07/2020,BRA1_2022,BRA1,2022,CR Flamengo
Wesley,-,964580,Brasil,            Lateral Dir.,43,06/09/2003 (17),"1,78m",direito,01/01/2023,BRA1_2022,BRA1,2022,CR Flamengo
Erick Pulgar,"12,50 mi. €",215616,Chile,            Volante,-,15/01/1994 (26),"1,87m",direito,29/07/2022,BRA1_2022,BRA1,2022,CR Flamengo
Willian Arão,"5,00 mi. €",210747,Brasil,            Volante,5,12/03/1992 (28),"1,81m",direito,01/01/2016,BRA1_2022,BRA1,2022,CR Flamengo
Thiago Maia,"3,20 mi. €",294873,Brasil,            Volante,8,23/03/1997 (23),"1,79m",esquerdo,12/01/2022,BRA1_2022,BRA1,2022,CR Flamengo
Daniel Cabral,-,662328,Brasil,            Volante,28,14/05/2002 (18),"1,74m",direito,,BRA1_2022,BRA1,2022,CR Flamengo
Igor Jesus,-,978037,Brasil,            Volante,48,07/03/2003 (17),"1,79m",direito,01/01/2023,BRA1_2022,BRA1,2022,CR Flamengo
Arturo Vidal,"8,00 mi. €",37666,Chile,            Meia Central,-,22/05/1987 (33),"1,80m",direito,18/07/2022,BRA1_2022,BRA1,2022,CR Flamengo
Victor Hugo,-,749559,Brasil,            Meia Central,29,11/05/2004 (16),"1,82m",esquerdo,01/01/2022,BRA1_2022,BRA1,2022,CR Flamengo
João Gomes,-,735570,Brasil,            Meia Central,35,12/02/2001 (19),"1,76m",direito,19/02/2021,BRA1_2022,BRA1,2022,CR Flamengo
Giorgian de Arrascaeta,"15,00 mi. €",248410,Uruguai,            Meia Ofensivo,14,01/06/1994 (26),"1,74m",direito,12/01/2019,BRA1_2022,BRA1,2022,CR Flamengo
Andreas Pereira,"10,00 mi. €",203394,Brasil,            Meia Ofensivo,18,01/01/1996 (24),"1,78m",direito,20/08/2021,BRA1_2022,BRA1,2022,CR Flamengo
Everton Ribeiro,"6,50 mi. €",52896,Brasil,            Meia Ofensivo,7,10/04/1989 (31),"1,74m",esquerdo,30/06/2017,BRA1_2022,BRA1,2022,CR Flamengo
Diego,"2,00 mi. €",4248,Brasil,            Meia Ofensivo,10,28/02/1985 (35),"1,73m",direito,19/07/2016,BRA1_2022,BRA1,2022,CR Flamengo
Yuri de Oliveira,-,432161,Brasil,            Meia Ofensivo,60,02/01/2001 (19),"1,75m",direito,,BRA1_2022,BRA1,2022,CR Flamengo
Kayke David,-,978045,Brasil,            Meia Ofensivo,39,22/01/2003 (17),"1,70m",direito,,BRA1_2022,BRA1,2022,CR Flamengo
Matheus França,-,743597,Brasil,            Meia Ofensivo,42,01/04/2004 (16),"1,84m",direito,01/01/2022,BRA1_2022,BRA1,2022,CR Flamengo
Everton,"25,00 mi. €",321239,Brasil,            Ponta Esquerda,-,22/03/1996 (24),"1,74m",direito,18/07/2022,BRA1_2022,BRA1,2022,CR Flamengo
Bruno Henrique,"5,20 mi. €",353108,Brasil,            Ponta Esquerda,27,30/12/1990 (30),"1,84m",direito,23/01/2019,BRA1_2022,BRA1,2022,CR Flamengo
Vitinho,"4,50 mi. €",213605,Brasil,            Ponta Esquerda,11,09/10/1993 (27),"1,80m",direito,30/07/2018,BRA1_2022,BRA1,2022,CR Flamengo
Lázaro,"1,80 mi. €",574772,Brasil,            Ponta Esquerda,13,12/03/2002 (18),"1,81m",direito,27/01/2020,BRA1_2022,BRA1,2022,CR Flamengo
Werton,-,902438,Brasil,            Ponta Esquerda,19,16/09/2003 (17),"1,70m",direito,,BRA1_2022,BRA1,2022,CR Flamengo
Petterson,-,978057,Brasil,            Ponta Esquerda,37,04/01/2004 (16),"1,81m",direito,01/01/2024,BRA1_2022,BRA1,2022,CR Flamengo
Marinho,"2,50 mi. €",74758,Brasil,            Ponta Direita,31,29/05/1990 (30),"1,69m",esquerdo,31/01/2022,BRA1_2022,BRA1,2022,CR Flamengo
Thiaguinho,900 mil €,638305,Brasil,            Ponta Direita,32,13/03/2001 (19),"1,70m",esquerdo,01/01/2020,BRA1_2022,BRA1,2022,CR Flamengo
